(0, 0)
(0, 0)
(0, 0)
(0, 181)
(0, 5450)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 181)
(0, 5450)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 1)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 8)
(0, 8)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 1)
(0, 0)
(0, 0)
(0, 9)
(0, 9)
(0, 1)
(0, 0)
(0, 0)
(0, 181)
(0, 5450)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 181)
(0, 5450)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 1)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 8)
(0, 8)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 1)
(0, 0)
(0, 0)
(0, 9)
(0, 9)
(0, 1)
(0, 0)
(0, 181)
(0, 5450)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 181)
(0, 5450)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 1)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 8)
(0, 8)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 1)
(0, 0)
(0, 0)
(0, 9)
(0, 9)
(0, 1)
(0, 181)
(0, 5450)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 181)
(0, 5450)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 1)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 8)
(0, 8)
(0, 0)
(0, 0)
(0, 0)
(0, 0)
(0, 1)
(0, 0)
(0, 0)
(0, 9)
(0, 9)
(0, 1)
(181, 5450)
(181, 0)
(181, 0)
(181, 0)
(181, 0)
(181, 0)
(181, 181)
(181, 5450)
(181, 0)
(181, 0)
(181, 0)
(181, 0)
(181, 0)
(181, 1)
(181, 0)
(181, 0)
(181, 0)
(181, 0)
(181, 0)
(181, 0)
(181, 0)
(181, 0)
(181, 0)
(181, 0)
(181, 8)
(181, 8)
(181, 0)
(181, 0)
(181, 0)
(181, 0)
(181, 1)
(181, 0)
(181, 0)
(181, 9)
(181, 9)
(181, 1)
(5450, 0)
(5450, 0)
